SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
s54,18-Mar-25,27.7,63,6.6,2.4,EastField
s16,4/1/2025,12,25,6.2,missing,W field
s36,4/4/2025,22,55,6,2.1,North Field
S53,4/7/2025,38,26,5.6,1.5,S field
S019,3/25/2025,36,41,6.3,1.7,north field
S28,3/31/2025,20.9,32,7.5,3,north field
s25,3/17/2025,26.9,59,7.6,3.8,West Field
s59,17-Mar-25,37.3,9999,7.3,2.9,north field
S013,4/9/2025,34.2,9999,7.5,2.7,Southfield
S039,3/5/2025,19.1,62,N/A,2.4,NorthField
s38,5-Apr-25,16,50,14.3,3.8,W field
s48,4/9/2025,33.3,58,6,3.8,EASTFIELD
S006,4/9/2025,33.8,29,6.7,3.1,S field
s16,3/31/2025,31.2,28,5.9,1.3,westField
s20,8/4/2025,23.9,53,7.6,3.9,West Field
s6,10-Apr-25,38,None,6.1,N/A,w field
s57,3/15/2025,21.9,18,5.7,1.4,West Field
S050,4/4/2025,-66.1,59,7,None,westField
S31,3/6/2025,29.1,19,6.5,4.1,EastField
s14,4-Apr-25,22.9,55,6.2,2.8,EastField
s60,30/03/2025,21.8,29,5.8,2.2,Southfield
s22,3/14/2025,28.3,49,6.7,1.9,East Field
S48,7-Apr-25,22.9,21,5.9,3.8,EastField
S059,25/02/2025,29.9,58,7.7,3.2,westField
S006,3/25/2025,12.1,,6.1,3,EASTFIELD
S38,4/7/2025,21,47,7.8,4.1,North Field
S025,3/15/2025,13.5,22,7,3.3,W field
S25,31-Mar-25,,18,5.6,2.6,w field
s56,3/19/2025,17.7,36,6.1,missing,EastField
s33,4/5/2025,14.8,30,6.4,2.9,NORTH FIELD
s53,3/27/2025,13.1,57,6.3,1.6,North Field
s46,3/13/2025,22.1,19,7,None,westField
S011,3/15/2025,19.6,57,5.9,3.6,East Field
S27,3/20/2025,14.8,55,7.7,3.8,w field
S57,3/18/2025,32.8,25,5.6,3.8,Nrth Field
S30,3/25/2025,32.1,60,7.1,2.1,NorthField
S40,4/1/2025,33.1,61,7.5,3.8,SOUTH FIELD
S012,4/3/2025,22.6,26,6.9,3,WEST FIELD
s24,3/26/2025,30.2,42,5.7,4,West Field
S31,4/3/2025,34.7,39,7.4,3,EASTFIELD
S2,3/17/2025,16.7,49,None,2,North Field
S012,10-Mar-25,26.4,38,7.1,3.7,east field
S12,3/9/2025,16.7,61,5.7,3.3,north field
S004,3/3/2025,32.6,21,7.2,missing,EastField
S060,25/02/2025,21.8,33,,1.8,e field
S19,3/11/2025,25.4,39,5.6,3.1,Nrth Field
s31,3/2/2025,29.2,24,6,1.4,NorthField
s60,3/10/2025,21.7,57,6.2,3.8,WEST FIELD
S30,3/22/2025,26.8,46,7,3.7,S field
S17,3/18/2025,28.2,21,5.7,4,North Field
s59,10/3/2025,15.1,41,7.4,2.4,East Field
s5,18/03/2025,21.9,64,6.6,1.7,east field
S26,18/03/2025,35.5,N/A,5.9,3.9,S field
S6,4/4/2025,26.2,31,7,2,Nrth Field
S21,2/26/2025,26.9,45,6.3,,WEST FIELD
S060,4/4/2025,16,32,6.4,2.2,east field
S1,7/3/2025,26.4,36,5.5,2.4,NORTH FIELD
S46,19-Mar-25,15.2,49,7,3.8,W field
s06,3/19/2025,18.6,9999,6.8,2.3,S field
s16,4/9/2025,18,36,6.9,,Nrth Field
s6,3/24/2025,14.6,49,5.8,2.1,NorthField
s4,1/3/2025,12.9,29,missing,None,West Field
S052,8-Apr-25,16.1,47,6.9,3,S field
s4,20/03/2025,22.3,21,7.5,1.5,NORTH FIELD
S022,10/4/2025,24.2,62,N/A,2.2,westField
S50,3/11/2025,36.7,19,6.1,2.3,SOUTH FIELD
S27,4/1/2025,30.8,27,6.6,3.1,SOUTH FIELD
s32,4/3/2025,25.6,25,7.2,4.1,w field
s29,24-Mar-25,16.5,60,7.4,2.3,South Field
s31,3/9/2025,20.9,61,7.2,3.8,NORTH FIELD
S046,1-Apr-25,31.8,63,6.6,4,EASTFIELD
S032,3/21/2025,13.3,N/A,6.5,None,East Field
s34,3/8/2025,30.5,45,12.2,3.1,e field
s16,3/4/2025,33.1,None,7.6,1.2,East Field
S26,3/20/2025,34.1,44,7.3,1.2,West Field
s37,3-Apr-25,14.1,35,6.2,2.5,SOUTH FIELD
s38,21/03/2025,36.1,43,5.5,3.5,EastField
s03,4/3/2025,36.5,46,5.6,3.8,n field
S011,8/3/2025,28.3,46,6.3,3.6,Southfield
s40,4/5/2025,N/A,58,6.5,3,West Field
s21,6-Apr-25,34.2,54,7.2,2.2,W field
S006,2/25/2025,23.8,29,6.7,2.3,westField
S55,3/16/2025,29.8,42,6.2,2.3,Southfield
S25,3/11/2025,24,36,5.6,2.1,EastField
s59,2/28/2025,25.7,60,7.6,3.8,w field
s16,7/3/2025,17.3,44,9.1,None,W field
s26,2/3/2025,12.3,58,7.2,2,n field
S6,3/9/2025,missing,49,7.2,1.5,East Field
s08,2/3/2025,16.2,48,7.2,3.9,W field
s60,2/26/2025,13,33,7.2,3.8,n field
s45,26-Mar-25,31.8,58,7.5,2.5,EastField
S018,4/6/2025,17.1,46,5.6,2.2,WEST FIELD
s23,17/03/2025,29.4,37,7,1.4,West Field
S029,4/10/2025,36.4,27,7.7,2.9,Southfield
S1,1-Apr-25,573.7,26,7.8,4,W field
s12,12/3/2025,20,40,5.7,,W field
S046,3/5/2025,30,49,6.8,2.5,north field
S5,3/24/2025,19.9,49,7.6,3.3,W field
S34,2-Mar-25,36.2,missing,7,2.6,westField
s24,3/15/2025,30.6,62,5.8,1318.1,EastField
S024,17/03/2025,None,38,7.6,4.2,SOUTH FIELD
S37,26/03/2025,22.4,49,6.2,2.8,WEST FIELD
s38,3/17/2025,12.3,29,7.1,1.4,EASTFIELD
S7,26/03/2025,33.6,20,7.7,2.2,EASTFIELD
S49,3/2/2025,22.1,51,7,1.7,S field
s46,13/03/2025,36.7,45,5.6,4.2,West Field
s41,9-Apr-25,34.2,38,5.8,1.5,e field
S21,29-Mar-25,24.7,64,7.2,1.5,n field
s48,5-Mar-25,32.8,57,7.5,1.4,north field
S033,28/02/2025,25.9,21,0.3,3.7,w field
s49,3/23/2025,18.2,23,7.5,3.7,SOUTH FIELD
s53,3/5/2025,23.4,43,6.2,3.4,S field
S052,3/27/2025,36.8,57,6.8,3.5,S field
S032,3/5/2025,23.7,31,6.7,3.8,east field
S29,5/3/2025,,58,7.6,4,EastField
S16,3/6/2025,29.1,39,6.4,3.5,EastField
S13,3/7/2025,14.2,39,5.7,1.3,WEST FIELD
S24,2/25/2025,13.1,36,7,1.5,w field
S027,3/18/2025,34.5,34,7,3.7,S field
S039,3/16/2025,20.7,23,6.9,3.8,w field
S012,4/8/2025,23.2,65,5.6,1.2,EASTFIELD
S042,3/23/2025,30.1,23,7,2.9,east field
S050,2/27/2025,36.4,45,5.8,4,Nrth Field
S011,3/1/2025,32.3,48,6.1,1.4,EastField
s31,3/8/2025,23.4,45,7,2.4,NORTH FIELD
s15,3/24/2025,14.9,59,missing,3.9,WEST FIELD
s18,3/17/2025,None,58,7.1,3.7,e field
s23,27/03/2025,18.4,43,7.2,1.5,SOUTH FIELD
s34,5/3/2025,15,41,6.3,2.5,westField
S030,3/6/2025,14.5,60,6.6,2.7,Nrth Field
s27,26-Feb-25,19.4,35,7.5,1.2,east field
S001,3/17/2025,20.1,32,5.6,2.9,w field
S039,18/03/2025,35,62,7.3,1.7,Southfield
s31,3/21/2025,29.7,41,6.4,4.1,EASTFIELD
s28,3/29/2025,27.4,64,13.1,1.9,e field
S031,3/25/2025,32.8,18,6.8,3.3,SOUTH FIELD
s30,3/5/2025,36.4,43,6.4,1.3,NORTH FIELD
s13,3/22/2025,23.1,19,7.1,1.4,SOUTH FIELD
s27,14/03/2025,30.4,41,6.3,2.6,East Field
s47,21/03/2025,33.2,24,7.2,2.6,South Field
S022,3/27/2025,37,30,7,3.6,South Field
S012,4/8/2025,25.7,58,7.7,,EASTFIELD
S58,4/10/2025,,32,6.6,1.2,S field
s02,3/28/2025,31.5,54,5.6,3.5,W field
s54,18-Mar-25,27.7,63,6.6,2.4,EastField
S42,2/26/2025,17.5,37,5.5,4,EASTFIELD
s55,3/9/2025,13.9,53,5.8,1.3,north field
S017,4/1/2025,37.4,53,6.1,3.5,North Field
S57,23-Mar-25,17.4,51,6.7,,Southfield
s22,13-Mar-25,25.2,18,7.5,3,West Field
s24,3/30/2025,20.7,62,5.8,3.3,South Field
s51,2/25/2025,30.9,48,6.1,1.5,EastField
S11,2/25/2025,33.8,37,6.8,2.9,NorthField
S032,3/4/2025,35.9,39,6.8,3.9,W field
s37,3/29/2025,18.2,41,7.3,,South Field
s25,3/16/2025,23.4,60,6.9,1.3,WEST FIELD
s17,13-Mar-25,16,39,5.6,1.4,SOUTH FIELD
S55,2-Mar-25,37.5,9999,5.5,3.8,north field
s08,18/03/2025,35.4,57,7.2,2.7,SOUTH FIELD
s58,3/14/2025,18.7,42,6.4,2,w field
s9,3/13/2025,26.8,50,7.3,1.6,north field
S035,4/3/2025,33.5,34,5.8,1.6,WEST FIELD
s12,3/17/2025,32.8,21,6.4,3.2,n field
s19,4/10/2025,32.2,49,7.8,3.8,WEST FIELD
S50,4/9/2025,33.1,26,7.2,3,Nrth Field
s24,31/03/2025,25.6,51,5.5,2.6,WEST FIELD
s08,24-Mar-25,36.8,65,6.4,3.4,n field
S18,3/7/2025,19.7,missing,7,1.9,North Field
S011,27/02/2025,32.9,39,7.6,3.1,e field
s56,4/5/2025,32.4,31,7.3,3,S field
s23,23/03/2025,12.6,57,9.9,2,South Field
s14,2-Apr-25,22.6,34,5.9,2.2,NorthField
s35,3/7/2025,12,None,6.8,1.2,north field
s30,18-Mar-25,14.2,30,7.7,2.9,westField
s21,3/10/2025,N/A,25,7.7,2.7,Nrth Field
s17,7-Apr-25,15.5,27,6.5,4,East Field
s21,3/3/2025,30.3,47,5.6,3.5,e field
s10,23/03/2025,37.3,25,5.8,2.6,W field
S54,3/7/2025,34,42,7.3,N/A,Southfield
S31,3/14/2025,19.5,64,7.1,2.2,NORTH FIELD
S51,21-Mar-25,18,30,7.1,2.2,East Field
s8,5/3/2025,34.3,38,7.5,3.1,East Field
S022,3/6/2025,24.3,19,5.8,3.2,Southfield
s2,2/4/2025,36,36,2.1,3.8,north field
s35,3/23/2025,-81.3,46,6.1,2.7,WEST FIELD
S013,4/5/2025,30.7,45,5.6,3.4,NORTH FIELD
s08,3/1/2025,30.1,35,5.8,1.3,NorthField
s22,16-Mar-25,18,24,6.5,3.5,n field
s48,3/18/2025,21.8,45,6.6,2,north field
s36,3/19/2025,20.8,40,6.6,4,n field
s35,3/6/2025,,9999,7.8,2,North Field
S023,3/1/2025,12.5,53,5.5,2.8,S field
S053,3/11/2025,15.4,42,7.6,3.4,EASTFIELD
S023,5-Mar-25,32,57,6.1,1.3,WEST FIELD
s12,27-Mar-25,16.4,63,6.3,3,EastField
S001,4/5/2025,-36.5,33,5.6,N/A,north field
S13,3/8/2025,16.2,,6,2,West Field
S029,2/28/2025,25.4,26,7.6,3.2,north field
S044,2/28/2025,16.1,27,N/A,3.7,north field
S024,3/29/2025,26.6,31,5.8,4,east field
S036,6/4/2025,672.3,46,7.7,1.6,NORTH FIELD
s56,3/26/2025,missing,32,5.7,2.8,S field
S34,3/31/2025,15,22,7.2,2.7,Southfield
s21,3/1/2025,35.5,28,5.5,3.3,east field
s14,17-Mar-25,20.2,30,6.6,2.9,East Field
s44,3-Mar-25,23.9,24,6.5,1.7,W field
S34,4/6/2025,34.9,33,6.6,1.3,n field
s38,9-Apr-25,19.4,34,7.4,3,SOUTH FIELD
s54,4/6/2025,32.9,61,7,1.5,east field
s55,3/29/2025,31.1,61,7.2,2.7,SOUTH FIELD
S39,4/2/2025,35.3,59,5.9,1.7,westField
s27,19-Mar-25,25,18,7.3,2.2,Nrth Field
S052,4/4/2025,21,23,6.8,2.9,NORTH FIELD
S055,2/27/2025,37.8,60,5.8,2.5,EastField
s50,4/8/2025,15.4,50,7.4,3.8,W field
s11,4/5/2025,21.8,32,7.5,1.9,e field
s27,4/5/2025,23.2,18,6.7,3.2,westField
S3,4/1/2025,35.3,47,5.8,3.3,S field
S20,3/3/2025,14,52,6.3,2.3,east field
S024,3/15/2025,34.9,18,5.7,2.3,EastField
s9,3/7/2025,14.8,44,5.7,3.9,EASTFIELD
S017,26/03/2025,14.7,53,6,2.8,e field
s47,2/3/2025,36.5,45,7.2,1.7,EASTFIELD
s10,12-Mar-25,36.5,25,6.6,1.2,NorthField
s10,24/03/2025,,64,6.6,N/A,WEST FIELD
s53,3/15/2025,33.9,37,7.5,1.9,w field
s26,3/10/2025,18.2,None,6.5,2,w field
s20,4/8/2025,30.7,56,7.6,3.9,Nrth Field
S052,6/4/2025,31.1,missing,6.2,1.8,W field
S009,3/18/2025,34.4,53,7,2.9,Southfield
s38,3/16/2025,36.1,41,5.6,3.2,north field
s28,4/5/2025,13.5,49,5.9,2.7,n field
S50,3/23/2025,34.3,28,6.7,2.2,Southfield
S004,3/23/2025,33.1,36,N/A,1.3,W field
s54,4/1/2025,30.1,23,None,2.3,SOUTH FIELD
s16,4/7/2025,31.8,40,7.8,3.1,East Field
S37,3/4/2025,28.2,26,-1,3.6,w field
S33,5-Mar-25,32,9999,5.8,3.8,W field
S050,23/03/2025,30.5,18,5.6,0.008,SOUTH FIELD
s43,3/6/2025,34,61,6.1,1.6,e field
S045,3/24/2025,21.4,50,6.4,1.7,Nrth Field
S008,29-Mar-25,22.3,49,7.6,1.5,South Field
s26,3/15/2025,29.2,34,7.1,1.5,n field
S57,3/17/2025,37.2,,7,2.4,EASTFIELD
S32,28/03/2025,17.8,36,7.4,3.9,W field
s51,2-Apr-25,37.9,40,7,2.7,w field
S20,10-Mar-25,32.4,50,6.1,3,South Field
s51,2/25/2025,38,28,6.1,1.3,S field
S045,3/9/2025,21.9,24,6.7,2.2,W field
S10,3/8/2025,27.7,30,6.5,2.4,w field
s13,12-Mar-25,22.1,26,,3.3,West Field
s24,3/6/2025,12.1,50,6,2.4,e field
s60,3/21/2025,32.1,27,7.1,2.2,east field
s50,5/4/2025,26.7,29,7.5,3,EASTFIELD
s27,3/8/2025,32.5,33,5.5,4.1,e field
s50,8/3/2025,24.6,46,5.7,3.9,north field
s20,3/21/2025,27.1,43,6.3,1.8,Nrth Field
s18,3/13/2025,26,59,None,1.2,North Field
s60,9-Mar-25,35.2,23,6,2.6,S field
S52,4/4/2025,18.6,37,missing,2.7,East Field
s27,3/1/2025,13,53,7.4,1.4,NorthField
s33,26/03/2025,25.6,53,6.6,3.6,east field
S29,3/4/2025,28.8,65,6.8,1.3,East Field
s15,3/30/2025,20.2,21,6.8,2.9,north field
S16,24/03/2025,28.5,60,5.5,4.1,South Field
s46,3/29/2025,36.7,37,7,3.5,EastField
s41,26/02/2025,missing,36,5.7,1.5,NorthField
s44,24/03/2025,26.2,63,12.3,3.8,W field
S031,4/5/2025,24,34,6,4.1,Nrth Field
S059,3/17/2025,37.5,19,N/A,1.4,EastField
s43,20-Mar-25,16.2,32,6.9,2.9,north field
s37,1/3/2025,29.9,23,7.7,3,NORTH FIELD
S032,4/5/2025,15.7,27,missing,3.6,Southfield
s28,3/18/2025,26,46,13.1,2.4,westField
S001,10/4/2025,30.9,63,7.5,2.9,S field
s24,6-Mar-25,15.4,22,7.3,1.5,n field
S005,2/28/2025,37.9,20,6.8,missing,NorthField
S024,3/3/2025,14.1,26,6.8,3.8,EastField
S042,4/3/2025,22.4,62,7.8,3.5,South Field
s38,3/20/2025,25.2,44,6.6,3.2,South Field
S51,8-Mar-25,37.3,25,6.2,3.1,SOUTH FIELD
S19,3/1/2025,24.2,55,6.5,2.2,SOUTH FIELD
s31,14/03/2025,19.1,48,N/A,4.1,S field
s13,5-Mar-25,37,27,6,2,West Field
S54,3-Mar-25,28.8,40,6.8,2.3,east field
s37,3/7/2025,37,64,6.9,2049.6,S field
s44,3/13/2025,23.8,N/A,6.5,3.2,S field
S9,6-Mar-25,35.8,46,6.5,2.7,SOUTH FIELD
s33,3-Mar-25,N/A,46,7.4,4.2,EastField
s51,5-Apr-25,None,37,6.5,2.1,n field
S55,11-Mar-25,26.9,18,7.2,2.1,n field
S045,3/17/2025,34.4,21,7.6,2.7,Southfield
S19,26-Feb-25,12.2,65,7.8,1.6,north field
S50,28-Mar-25,32.1,62,6.4,missing,westField
S14,13-Mar-25,29.3,19,7.6,1.3,East Field
s23,5/3/2025,36.9,27,7,3.5,WEST FIELD
s36,3/4/2025,24.6,63,6.8,3,east field
s10,4/8/2025,34.3,29,6.6,2.1,Nrth Field
S47,2/26/2025,27,65,6.3,3,north field
s41,3/3/2025,17.6,20,7.4,None,W field
s58,3/18/2025,31.4,28,7.7,3.6,westField
S30,5/4/2025,19,29,6.7,2.2,EastField
S17,11/3/2025,17.9,64,6.4,2,EastField
s53,4/10/2025,35,49,6.7,4,Southfield
S45,5/4/2025,26.7,54,7.4,None,North Field
S021,2/27/2025,None,24,6.6,3.8,n field
s59,4/8/2025,15,21,7.7,2,W field
S045,25-Mar-25,28,58,6.3,1.5,w field
s37,3/1/2025,13.2,46,N/A,3.2,WEST FIELD
S005,3/24/2025,32.9,N/A,6.7,3.5,Southfield
s52,27/03/2025,18.1,64,,2.2,W field
S021,12-Mar-25,35.3,24,6.4,3.8,SOUTH FIELD
s21,28/02/2025,21.5,54,1.5,1.7,South Field
S56,26/03/2025,12.9,43,6.3,1.3,WEST FIELD
S003,31-Mar-25,35.2,44,6,2.9,westField
s39,2/27/2025,37.6,31,7.2,3.7,EASTFIELD
s58,1/4/2025,None,51,6.7,2.4,Southfield
s42,30-Mar-25,20.5,9999,7.7,2.4,Southfield
s42,4/7/2025,20.6,47,5.5,4.1,EastField
s29,8-Mar-25,25.6,25,6.8,1.5,West Field
S023,17/03/2025,13.4,24,6.1,missing,westField
s58,2/28/2025,16.5,40,,1.6,North Field
s24,4/3/2025,33.2,55,5.6,3.5,NORTH FIELD
S006,7-Apr-25,17.7,20,6.3,2.7,NORTH FIELD
S051,3/7/2025,29.9,24,6.8,1.8,Southfield
s17,26-Feb-25,33.6,38,7.8,4.2,north field
s52,16/03/2025,33,None,7.4,3.2,WEST FIELD
S056,3/5/2025,32.5,40,6.1,1.3,W field
S007,3/3/2025,20,22,7.2,3.8,w field
S32,26/03/2025,21.9,61,7.1,None,S field
s45,10-Apr-25,14,25,7.4,3.5,North Field
s53,3/4/2025,36,57,2.3,2.8,Nrth Field
S55,3/14/2025,15.9,N/A,7.3,missing,NorthField
S52,3/5/2025,16.8,52,7.2,1.9,North Field
S026,25/03/2025,13.7,36,5.6,3.3,north field
S045,3/7/2025,32,27,6.4,3.1,NORTH FIELD
s11,3/20/2025,22.5,48,6.3,3.5,Nrth Field
s15,4/2/2025,20.3,63,6.7,4,NorthField
s23,3/24/2025,29.8,65,6.5,2.6,South Field
s46,3/18/2025,31.2,53,6.8,1.6,east field
s60,3/30/2025,19.8,missing,7.3,4,NORTH FIELD
S046,11/3/2025,29.6,61,6.2,,East Field
S4,3/25/2025,19.6,51,6.9,1.4,Southfield
S51,9/4/2025,17.6,65,7.4,1.8,West Field
S055,3/26/2025,30.6,36,6.5,1.5,north field
S46,4/7/2025,13.8,49,6.6,1.8,West Field
s48,3/20/2025,,missing,6.4,4,South Field
s6,3/29/2025,29.2,44,7.8,1.3,w field
s14,3/8/2025,34.2,21,5.6,2.4,S field
S032,7/3/2025,29.1,18,6.7,2.7,EastField
s27,5/4/2025,24.6,33,6.1,3.9,East Field
s21,3/8/2025,14.4,55,2.1,2.3,WEST FIELD
S36,4/8/2025,26.4,53,5.9,2.3,north field
s19,3/30/2025,21.8,51,7.3,2.1,SOUTH FIELD
S032,3/11/2025,15.4,61,7.4,1.8,S field
S4,3/10/2025,19.3,61,7.2,3.5,South Field
s21,3/26/2025,16.3,33,6.7,3.6,NORTH FIELD
s24,28/02/2025,29.5,59,6.4,3.1,n field
s16,2/27/2025,13.7,53,6,2.9,SOUTH FIELD
S049,5/3/2025,37.2,49,6.1,3.8,NORTH FIELD
S30,26-Feb-25,36.7,52,7.5,,EastField
S16,3/19/2025,16.4,41,6.4,3911.2,EastField
s54,3/4/2025,22.9,25,5.6,N/A,Nrth Field
s17,3/2/2025,20.7,48,6.5,3.2,w field
s14,7/3/2025,29,61,6.3,1.4,Nrth Field
S5,4/10/2025,-98.1,63,5.7,4,WEST FIELD
S009,6-Mar-25,12.1,33,7.6,3.9,EastField
S027,2/4/2025,19.7,40,5.6,2.9,EastField
S046,2/3/2025,12.2,21,5.6,3.5,east field
S048,26-Feb-25,22.1,34,7.1,1.9,EastField
S22,4/10/2025,29.9,64,6.4,1.6,NORTH FIELD
s51,3/13/2025,22.4,25,5.7,3.9,n field
s37,3/26/2025,28,46,5.9,3.1,east field
S024,28-Mar-25,22.1,41,6.3,3,NORTH FIELD
S005,8-Apr-25,19.6,61,7.6,3.9,South Field
s32,20/03/2025,23.5,21,5.9,4.2,S field
S50,3/20/2025,19,52,6.2,2.8,n field
S44,3/9/2025,21.7,64,6.6,3,e field
S52,4/5/2025,36,52,6.5,3.4,Nrth Field
s53,11/3/2025,,63,7,2.4,NorthField
S048,4/1/2025,23.8,40,7.5,1.9,w field
s56,23-Mar-25,32.8,43,7.4,2.8,east field
s18,2-Apr-25,19.8,33,6.3,1.9,Nrth Field
S036,6-Mar-25,20.2,44,7.6,3.8,n field
S043,24-Mar-25,23.9,31,N/A,3.5,North Field
S24,3/24/2025,16.3,19,7,2.9,EASTFIELD
S26,26/03/2025,20,34,6.8,3.5,Southfield
S047,3/3/2025,20.5,32,6.5,3.5,NorthField
S16,4/2/2025,21.6,58,6.4,3.8,West Field
S046,25/03/2025,29.2,41,6.2,3.8,S field
s50,3/14/2025,34.3,24,6.3,3,EASTFIELD
S54,3/6/2025,20.3,N/A,6.1,3.1,e field
s52,4/4/2025,33.1,49,7.5,2.1,Nrth Field
s19,2/3/2025,24.6,26,6.1,3.2,SOUTH FIELD
s37,3/3/2025,21.6,44,6.3,3,Southfield
s39,3/27/2025,31.3,35,6.9,3.9,West Field
s45,9-Apr-25,14.1,39,6.1,2,S field
s24,3/5/2025,20.5,31,6.7,2.9,WEST FIELD
S56,3/3/2025,26.4,37,7.6,3.3,NORTH FIELD
S39,4/9/2025,37.2,20,7.6,2.3,Nrth Field
S032,3/22/2025,28.6,31,5.7,missing,Southfield
S044,10-Mar-25,37.3,65,5.6,1.2,West Field
S60,4/10/2025,24.5,54,7.1,missing,north field
s57,27-Feb-25,None,61,6.7,1.9,South Field
S9,26-Feb-25,24.3,55,6.6,1.9,East Field
S025,3/6/2025,36.4,27,7.3,1.2,NORTH FIELD
S51,5-Apr-25,25.2,9999,6,4,NORTH FIELD
s41,4/7/2025,24.2,54,7,missing,S field
s21,2/26/2025,37.5,44,6.9,2.6,Nrth Field
s15,13/03/2025,18.9,65,6.3,2.1,w field
S015,3/15/2025,28.2,51,6.1,N/A,S field
s52,4/4/2025,20.4,44,7.8,2.1,S field
s36,4/9/2025,35.8,40,6.2,2.3,NorthField
S7,2/3/2025,20.9,33,6.1,2.7,East Field
s43,3/11/2025,None,57,6.2,4.2,South Field
s43,2/26/2025,32.7,19,7.3,1.4,w field
S031,2/28/2025,21.4,18,6.3,3.9,NORTH FIELD
S33,3/26/2025,16.2,35,6.7,2.5,e field
S026,3-Apr-25,19.9,47,,3.8,EastField
S28,4/9/2025,13.4,62,6.2,2.7,S field
S50,6-Mar-25,15.2,46,6,2.4,EASTFIELD
S001,3-Apr-25,34.4,,6.7,2.5,w field
s39,3/22/2025,27.4,49,6.9,1.7,S field
S033,11/3/2025,23,28,7.2,3.3,W field
s37,3/24/2025,12.3,55,6.3,3.6,EASTFIELD
S7,3/20/2025,214.3,22,7,2541.6,Southfield
s04,3/27/2025,33.5,20,7.6,1.8,EASTFIELD
S15,3/1/2025,20.4,38,6.2,3.6,WEST FIELD
S007,3/7/2025,33.2,31,6.8,3.5,east field
S17,31-Mar-25,33.5,9999,5.8,1.4,Southfield
s51,3/25/2025,30.5,9999,6.3,1.9,westField
S051,3/30/2025,29.2,27,7.7,3.3,W field
s33,3/15/2025,15.3,40,7,3.1,westField
s57,19/03/2025,34.6,38,7.6,4.2,Southfield
S022,24/03/2025,27.7,,6.7,2.2,South Field
S048,4/6/2025,15.8,25,7.2,1.4,north field
S55,3/10/2025,30.3,41,7.6,3.8,Southfield
s36,9-Apr-25,13.1,57,13.2,1.6,Southfield
s08,6-Mar-25,21.6,35,6,2.9,Nrth Field
s15,17-Mar-25,32.6,18,6.5,3.5,EastField
S34,4/8/2025,37.7,41,5.8,4,Southfield
S029,2-Mar-25,35.3,19,7.5,3.1,NorthField
S035,4/9/2025,24.4,26,7.5,1.9,n field
s7,13-Mar-25,12.6,37,5.7,2.5,EASTFIELD
S036,3/15/2025,16,20,0.7,2.7,EastField
s09,3/27/2025,12.3,42,7.6,2.3,e field
S59,3/7/2025,13,55,6.6,3.4,westField
S25,4-Mar-25,31.9,29,5.7,3.6,east field
S025,25-Feb-25,13.6,55,6,3.1,WEST FIELD
s23,27/03/2025,34.8,missing,6.3,1.6,South Field
S025,20/03/2025,29.8,47,6.2,4.1,SOUTH FIELD
s47,6-Mar-25,21.3,19,5.9,2.5,NORTH FIELD
s48,10-Mar-25,29.8,54,7.7,4.2,NorthField
S007,25-Feb-25,12.5,44,7.7,3.4,W field
s52,3/9/2025,17.7,65,5.9,4,West Field
S31,3/19/2025,34.6,59,6.5,2.4,EASTFIELD
S052,3/24/2025,24,22,7.2,1.8,n field
s23,4-Apr-25,23.9,47,6.8,1.4,SOUTH FIELD
s32,21/03/2025,25.4,27,N/A,2,Nrth Field
s56,4/8/2025,31.5,26,7.7,2.5,north field
s34,3/12/2025,16,45,6.9,1.7,Southfield
s38,31/03/2025,26.5,59,7.8,1.7,north field
s45,2/27/2025,14.7,48,6.4,3.5,S field
s51,4/7/2025,35.1,41,6.7,2,West Field
s11,3/17/2025,16.9,33,7.5,2.8,westField
s38,3/24/2025,31.6,22,5.7,2.9,W field
S47,3/18/2025,N/A,44,0.3,4.1,Southfield
S31,3/12/2025,28.7,59,7.2,1.9,West Field
s27,3/1/2025,15,36,6,4.1,East Field
s45,3/12/2025,32.4,37,missing,3.1,east field
S036,3/27/2025,18.1,52,7.3,3.3,West Field
s21,4/4/2025,17.6,22,5.6,3.5,South Field
S002,2/25/2025,22.9,18,7.4,2.7,e field
s1,3/28/2025,-54.5,63,6.8,1.4,East Field
S008,3/5/2025,22.5,27,6.4,3.2,W field
s18,4/1/2025,24.3,62,7.7,2.2,north field
S017,3/29/2025,36,25,6.9,3,westField
S025,2/25/2025,20,36,6.7,2.8,West Field
s28,3/8/2025,-16.2,None,5.9,2.4,East Field
S034,3/1/2025,25.8,,7.1,2.1,SOUTH FIELD
s03,17/03/2025,36.6,45,5.6,2.1,South Field
S009,25-Mar-25,20.8,56,7.8,2.4,n field
s52,3/23/2025,12.2,60,7.5,2.4,EastField
s03,3/27/2025,14.7,34,6.5,N/A,East Field
s54,3/13/2025,18.6,36,7.5,1.6,S field
s48,2/3/2025,30,21,5.9,3,Nrth Field
s39,4/10/2025,34,52,10.4,1.7,West Field
S14,4/2/2025,29.2,38,7,1.4,east field
s29,22/03/2025,23.6,43,6.5,2.8,westField
S035,8-Apr-25,12.6,39,7.8,3.5,Nrth Field
S6,4/10/2025,25.6,52,6.2,2.8,EastField
S49,27/03/2025,35.8,51,7.5,3.1,east field
s11,3/27/2025,23.9,54,5.6,2.4,EastField
S028,3/23/2025,34.7,34,7.6,,westField
S39,8/3/2025,12.3,43,6.9,1.6,Nrth Field
s30,11-Mar-25,21.5,55,6.7,2.6,East Field
